At the end of the 1940s, a dynamic economic upturn began in West Germany, which lasted until the oil price crisis in 1973, interrupted only by a dip in the economy in 1966 and 1967.	stopped
With its relatively generous regulation of old debts for Germany, which were almost halved, it became an important basis for further advancement.	Ascent
It was also the year in which the Federal Republic largely regained its sovereignty - on May 5, 1955, exactly 10 years to the day after the partial surrender of the German Wehrmacht to the Western Allies.	largely
US economic aid through the Marshall Plan facilitated the reconstruction of Western Europe and thus also the economic miracle in Germany, possibly accelerating it somewhat at times, but it was by no means the sole cause.	by no means
According to Say's theorem, supply-side theorists assume that companies that are losing out to competitors will look for and find profitable investment opportunities elsewhere.	profitable
Werner Abelshauser and Mark Spoerer, for example, have objected to this view, arguing that it postulates a special West German development that does not correspond to the facts.	Facts
This suggests that the various economic policy concepts are of little practical significance as long as property rights and a minimum level of competition are guaranteed.	Concepts
Based on the specifically German interpretation of the post-war boom, Chancellor Helmut Kohl, most German politicians and most West German economists believed in 1990 that a second economic miracle could be ignited in the 5 new federal states simply by unleashing market forces induced by regulatory policy.	ignite
According to an econometric analysis by Ludger Lindlar, the catch-up thesis for the period from 1950 to 1973 offers a conclusive and empirically well-supported explanation for the rapid productivity growth in Western Europe and Japan.	rapid
"... to maintain international peace and security and to this end to take effective collective action to prevent and remove threats to the peace, to suppress acts of aggression and other breaches of the peace, and to settle or adjust by peaceful means, in accordance with the principles of justice and international law, international disputes or situations which may lead to a breach of the peace.	true
"... to maintain international peace and security and to this end to take effective collective action to prevent and remove threats to the peace, to suppress acts of aggression and other breaches of the peace, and to settle or adjust by peaceful means, in accordance with the principles of justice and international law, international disputes or situations which may lead to a breach of the peace."	prevent
It can therefore claim almost universal validity.	Validity
In the past, the five permanent members of the Security Council have made extensive use of their right of veto to avert condemnations and sanctions against themselves or friendly states.	Sanctions
Although the delegates from democratic states can be regarded as indirectly elected by the people, the representatives of dictatorial and authoritarian states in the UN have just as little democratic legitimacy as the governments of these states.	legitimized
Rather, it is a negotiating forum for diplomats from all over the world and a trendsetter in the negotiation of international treaties and the discussion of global political events.	Done
The United Nations succeeded in uniting almost all states of the world under one roof primarily because the Charter can be interpreted so flexibly at key points that it can be interpreted by practically all cultural convictions and political ideologies - even if these are sometimes mutually exclusive - in their sense and in their favor according to the situation.	In favor of
Mao was furious about the cadres who had no idea about grassroots work and only adhered to dogmas from the books.	append
In 1950, the Communist Party passed a marriage law that supplemented the constitution by establishing equality between men and women.	concretized
Although the undesirable side effects of the economic reforms were controversially discussed within the party leadership, the Deng era was a period of comparatively great unanimity.	Unanimity
Before the economic reforms began in 1978, China's service sector was characterized by state-owned enterprises, rationing and regulated prices - with the reform came private markets, individual entrepreneurs and a commercial sector.	Sector
Other constitutive features mentioned are: accumulation (for some the "heart", main feature and guiding principle of capitalism), "free wage labor" and the "pursuit of profit in continuous, rational capitalist operation".	continuous
He certainly looked quite brave And is from a noble house; I could read that on his forehead - He wouldn't have been so bold otherwise.	bold
Just think, the jewelry, bought for Gretchen, A Pfaff has snatched it away!	snatched away
The little one's cradle stood by my bed at night; it was hardly allowed to stir, when I was awake; soon I had to water it, soon lay it down to me; soon, if it did not keep quiet, get up from bed and prance up and down in the room, and stand at the washing trough early in the day; then at the market and at the hearth, and on and on as today so tomorrow.	away
It's as if no one had anything to do and nothing to do but gawk at their neighbor's every move, and they start talking like they always do.	gawk
The misery of this only one is churning through my marrow and life - you grin serenely at the fate of thousands!	serene
The student Anselmus (no one else was the young man), although he did not understand the woman's strange words, felt an involuntary horror, and he quickened his steps even more to escape the curious crowd's gaze.	inspired
The women forgave the well-educated face, whose expression heightened the fervor of his inner fierceness, as well as the youth's sturdy stature, all awkwardness and his out-of-fashion suit.	Growth
All the marvelous things he had seen had vanished from his memory, and he only remembered that he had talked all sorts of crazy things out loud under the elder tree, which was all the more appalling to him as he had always had an inner loathing of all self-talk.	Disgust
The student Anselmus was quite happy to accept this, because he believed that he could escape the evil fate that was now befalling him.	escape
But then, as he gazed wistfully into the water to see if the blissful eyes would not peer out of the flood, he realized that the glow came only from the lighted windows of the nearby houses.	preserved
But it did the student Anselmus good to be taken care of in the most distressing situation of being thought drunk or insane, and although it had become quite dark, he thought he noticed for the first time how Veronica had quite beautiful dark blue eyes, but without the wonderful pair of eyes he had seen in the elder tree coming to his mind.	dark
As usual, music was played after the frugal meal; the student Anselmus had to sit down at the piano, and Veronika let her bright, clear voice be heard.	Meal
The student Anselmus was full of heartfelt joy at the Registrar Heerbrand's request; for not only did he write neatly and draw with a pen, it was also his true passion to copy with painstaking calligraphic effort; he therefore thanked his patrons in the most obliging terms and promised not to miss the morning lunch hour.	miss
At last the dragon, swinging himself up and down, caught the creature that had sprouted from the lily, carried it up the hill and encircled it with his wing; there it was the lily again, but the lingering thought tore its innermost being apart, and the love for the youth Phosphorus was a piercing misery, before which the little flowers that had otherwise enjoyed its gaze withered and died, breathed upon by poisonous vapors.	Jammer
For the second time, those present burst out laughing, but the student Anselmus felt very uneasy, and he could hardly look into the serious eyes of Archivist Lindhorst without trembling inwardly in a way he himself could not understand.	incomprehensible
You may think what you like of me," said the student Anselmus, "you may think me a fool or not - enough! - At the door knocker, the wicked face of the witch of the Black Gate grinned at me; I'd rather not talk about what happened afterwards, but if I had woken up from my faint and seen the cursed apple woman in front of me (for no one else was the old woman who was busy with me), I would have been struck by the blow immediately, or I would have gone mad.	Female
"Esteemed Mr. Privy Archivist, here is the student Anselmus, who, extremely skilled in penmanship and drawing, wants to copy your rare manuscripts."	Manuscripts
The Archivist was in his special mood again today, tomorrow he will certainly be meek and not speak a word, but look into the vapor of his pipe or read the newspapers, you don't have to worry about that.	meek
May I ask you yourself, dear reader, whether you have not had hours, indeed days and weeks in your life in which all your usual activities and doings caused you a rather agonizing discomfort and in which everything that otherwise seemed quite important and worth bearing in your mind and thoughts now seemed unworthy of you?	downright
I may even ask you, dear reader, whether you have not had hours, even days and weeks in your life in which all your usual activities and doings caused you a rather agonizing discomfort and in which everything that otherwise seemed quite important and worth bearing in mind and thought now seemed trivial and unworthy?	ludicrous
This had plunged Angelica into the deepest sadness, but today she was cheerful to the point of exuberance, at which Veronika was not a little surprised and openly expressed it to her.	blatant
This had plunged Angelica into the deepest sadness, but today she was cheerful to the point of exuberance, which Veronika was not a little surprised about and told her so openly.	Exuberance
If, therefore, instead of fulfilling my wish, you want to tease me with your foolish, nonsensical chatter, you are doing me an injustice, for I have only wanted what I know you have granted to others.	tease
Anselmus walked confidently behind the archivist; they came out of the corridor into a hall, or rather into a magnificent greenhouse, for from both sides up to the ceiling were all kinds of rare and wonderful flowers, even large trees with strangely shaped leaves and blossoms.	rather
At table, the archivist Lindhorst was in a particularly cheerful mood; he asked about the student Anselmus' friends, the rector Paulmann and the registrar Heerbrand, and knew a lot of amusing things to say about the latter in particular.	Delightful
It seemed to Anselmus as if he were so completely embraced and entwined by the fair, lovely figure that he could only move and move with her, and as if it were only the beat of her pulse that trembled through his fibers and nerves; he listened to her every word, which resounded into his innermost being and ignited the bliss of heaven in him like a shining ray.	Delight
He approached; touched by his glowing breath, the lily opened its leaves, and he saw the lily's daughter, the green snake, slumbering in the chalice.	slumbered
The enraged prince of spirits seized the salamander in a rage and said: 'Your fire has died out - your flames are extinguished, your rays have gone blind - sink down to the earth spirits, who may tease and taunt you and hold you captive until the fire material reignites and shines up with you as a new being from the earth.	scoff
But I cannot hide from you that in the terrible battle with the salamanders and earth spirits, the black dragon broke free and roared away through the air.	roared away
Have I not only myself to blame for my misery, ah! have I not sinned against you, fair, beloved Serpentina? - Have I not harbored vile doubts against you?	disdainful
"Alas," sighed the student, "they never saw the fair Serpentina, they do not know what freedom and life in faith and love are, therefore they do not feel the pressure of the prison into which the salamander banished them because of their foolishness, their wickedness, but I, unfortunate one, will perish in shame and misery if she, whom I love so unspeakably, does not save me."	Disgrace
The vision in which I now saw Anselmus in the flesh on his manor in Atlantis was probably due to the arts of the Salamander, and it was wonderful that, when everything had faded away as if in a fog, I found it written down quite neatly and apparently by myself on the paper lying on the violet table.	apparent
Oh, happy Anselmus, who threw off the burden of everyday life, who stirred your wings in love with the fair Serpentina and now lives in bliss and joy on your manor in Atlantis!	stirred
But poor me! - soon - indeed, in a few minutes I shall be transported even from this beautiful hall, which is far from being a manor in Atlantis, to my little attic room, and the miseries of a needy life will occupy my mind, and my gaze will be enveloped by a thousand calamities as by a thick fog, so that I shall probably never see the lily.	look
As the Kuomintang simultaneously infiltrated provocateurs and spies into the Communist Party and launched an attack on the Soviet with 100,000 soldiers, the internal party struggles reached their temporary climax with the Futian Incident.	preliminary
While Chiang's troops were increasingly disintegrating due to corruption and the commanders' pursuit of personal interests, the Red Army fighters were fanatical.	fanatized
The fundamental changes that were planned for Beijing - including the demolition of the Forbidden City - were not implemented due to the political turmoil in the young People's Republic.	implemented
Despite the political disputes and repression, the economy stabilized, economic output returned to the 1936 level in 1953 and inflation fell to single digits.	stabilized
The farmers did not yet lose their land ownership, but were forced to share draught animals, tools and seeds, to cultivate the fields in small groups under the leadership of a cadre and to share the yields.	Yields
After further collectivization efforts were temporarily suspended in January 1955 with Mao's approval, they were intensified again from April 1955.	intensified
However, the anti-right-wing movement, which continued with varying intensity over the next few years, created an atmosphere in which few dared to criticize the government's political and economic course.	practise
In the eagerness to implement such measures in accordance with party guidelines, the advice of hydrologists was ignored for many measures and the work was carried out poorly.	executed
An irrigation project in the arid district of Xushui, around 100 kilometers south of Beijing, played a key role in promoting the people's communes.	arid
The leading Soviet agronomist Trofim Lysenko held the view that acquired characteristics were inherited and denied the existence of genes as unsocialistic and therefore wrong.	negated
After great euphoria in the middle of 1958, it became apparent at the end of the year that the expected increase in production in the agricultural sector would not take place to a sufficient extent and that a major breakthrough in this area would not be possible.	Breakthrough
The new Chinese Foreign Minister Chen Yi commented in November 1958, believing in agricultural yield increases in the face of humanitarian tragedies resulting from the Great Leap Forward:	Tragedies
In March 1959, Mao spoke of an excessive "wind of communism" that had prevailed and expressed admiration for the simple farmers who had resisted excessive grain levies.	exaggerated
These exports accounted for around 2.3 percent of grain production and are not considered by the majority of historians today to be the cause of the famine.	classified
At the first Chengchow meeting from November 2 to 10, 1958, the rosy mood of the summer had already evaporated.	evaporated
Marshal Peng Dehuai, who had previously made an extensive inspection trip to investigate the real situation in the country, stated that, according to his knowledge, agricultural production had decreased rather than increased.	extended
Organizationally, it was decided that the unit of account for the peasants' services would be taken away from the people's communes and transferred to the work brigades below them, in order to shift responsibility back to the grassroots of the peasants in the hope that this would better prevent excesses of the people's communes.	Excesses
Mao Zedong opened the meeting, which went down in history as the Lushan Conference, on July 2 with a speech highlighting the achievements of the Great Leap Forward and praising the enthusiasm and energy of the Chinese people.	pries
Wu Zhipu's power depended on the success of the Great Leap Forward; even a partial admission of the failure of this policy would have meant that Pan Fusheng's removal would have been unlawful.	unlawful
As the reports of famine became more frequent, but the party and state leadership were unable to ascertain whether these were isolated incidents or whether the famine was more widespread, it was decided at the end of 1960 that leading politicians such as Deng Xiaoping, Zhou Enlai, Peng Zhen, Li Xiannian, Liu Shaoqi and Mao should travel the country for several weeks, with as few followers as possible, to see for themselves.	Entourage
He snubbed Khrushchev not only with political attacks, but also by musing in the presence of numerous other leaders of communist parties that a nuclear war would wipe out half of humanity, but would help communism to triumph over capitalism.	eradicate
Mao was already heralding an era of perpetual joy and, in his exuberance, was predicting ever shorter times to catch up with England.	forecasted
During these trips, they not only saw the catastrophic situation in the country, but also how party cadres acted as dictators and took unrestrained advantage of public property.	unrestrained
He launched a campaign that China must protect itself from revisionism from outside and prevent revisionism at home, and rallied left-wing radicals such as his wife Jiang Qing, Lin Biao, Zhang Chunqiao and Ke Qingshi.	embrasure
However, the period of fragmentation was also a creative time in which the intellectual climate changed through the confrontation with Western ideas.	Ideas
Shortly after Japan's capitulation, Mao Zedong negotiated with Chiang Kai-shek in Chongqing[51] about settling their differences without success.	Contrasts
The takeover by the Communists was not an overthrow brought about from outside, but an upheaval supported by a broad majority in China.	worn
However, breaking with traditional rural cultural practices or teaching rural women about the law came up against obstacles that were difficult to overcome.	Hurdles
The flip side of the anti-corruption campaign is a civil service that is only partially functional, as it no longer makes decisions because the fear of being accused of corruption paralyzes civil servants.	accused
Both in a draft of the Wealth of Nations and in the Wealth of Nations itself, Smith states that in modern society property is unequally distributed, that property income is often based on the labor of others and that the state protects these conditions; but Smith resolutely counters this with the advantages: thanks to the division of labor, the standard of living of even the lowest classes is rising and real wages are higher than in earlier times, which preceded private ownership of land and the accumulation of capital, so that the worker owned the entire product of his labor.	decidedly
After all, the capitalist mode of production and its imperative of profit maximization tend to undermine their own foundations, nature and the worker, by exhausting both prematurely if they are not prevented from doing so.	undermine
An entrepreneur who is the first to introduce an innovation with which he can, for example, produce more cheaply than his competitors, can sell at the market price in order to achieve an entrepreneurial profit; however, this profit will be contested again: on the one hand, by imitators who eliminate his monopoly position and, on the other hand, by increased costs of the corresponding production factors, as the demand for them increases.	cancel
It is by no means to be equated with the "pursuit of maximum profit",[206] rather it contributes to taming the irrational drive for unbridled acquisitiveness.	unrestricted
His dedication and tactical overview quickly made him a sought-after military authority.	Instance
I had grown old enough to realize that the Sandman and his nest of children in the crescent, as the waiting-woman had told me, could not be quite true; but the Sandman remained a dreadful spectre to me, and horror - horror - seized me when I heard him not only come up the stairs, but also violently tear open my father's parlor door and enter.	Horror
When I saw this Coppelius, it rose horribly and dreadfully in my soul that no one else but he could be the Sandman, but the Sandman was no longer the bogeyman from the old wives' tale, who brings children's eyes to the owl's nest in the crescent moon - no! - an ugly ghostly fiend, who brings misery - misery - temporal, eternal ruin wherever he intervenes.	Fiend
"Let the boy keep his eyes and run his course in the world; but now let's observe the mechanism of the hands and feet properly."	observe
The despicable, loathsome Coppelius stood before me with glittering eyes and sneered at me, trying in vain to get rid of his image.	aspired
The explosion had woken the neighbors, the incident became known and came before the authorities, who wanted to call Coppelius to account.	pre-request
If I now tell you, my dear friend, that that weather-glass merchant was the wicked Coppelius, you will not blame me for interpreting the hostile apparition as bringing serious disaster.	fool
The uncanny goings-on with your father at night were probably nothing other than that they were both secretly conducting alchemical experiments, with which your mother could not be satisfied, since a great deal of money was certainly being squandered in vain and on top of that, as is always the case with such laboratory assistants, your father's mind was completely filled with the deceptive urge for high wisdom and was turned away from the family.	averted
It is the phantom of our own self, whose intimate relationship and deep influence on our mind throws us into hell, or raptures us into heaven.	enraptured
I am very unhappy that Clara vomited and read the letter to you the other day, admittedly due to my absent-mindedness.	Absentmindedness
Indeed, one should not believe that the spirit that shines out of such bright, smiling child's eyes, often like a sweet, sweet dream, could distinguish so intelligently, so magisterially.	distinguish
The disgruntlement that (I must confess) wanted to master me after the fatal letter of understanding will then be gone.	master
Clara was therefore scolded by many as cold, unfeeling, prosaic; but others, who had a clear understanding of life, loved the cozy, understanding, childlike girl immensely, but none so much as Nathanael, who moved vigorously and cheerfully in science and art.	Cozy
Nathanael, quite enraged that Clara was only stating the existence of the demon in his own mind, then wanted to come forward with the whole mystical doctrine of devils and horrible powers, but Clara broke it off in frustration by interposing something indifferent, to Nathanael's no small annoyance.	weary
Soon, however, the whole thing seemed to him to be nothing more than a very successful poem, and it seemed to him as if Clara's cold mind must be inflamed by it, although he did not think clearly what Clara was inflamed for, and what it should actually lead to, to frighten her with the horrible images that prophesied a terrible fate that would destroy her love.	prophesied
It struck him at last that Olimpia often sat for hours at a small table in the same position in which he had once discovered her through the glass door, without any occupation, and that she seemed to be gazing steadfastly at him; he had to confess to himself, too, that he had never seen a more beautiful growth; but, Clara at heart, he remained most indifferent to the stiff, rigid Olimpia, and only now and then glanced fleetingly over his compendium at the beautiful statue, that was all.	sometimes
The artificial roulades seemed to Nathanael the heavenly exultation of a mind transfigured in love, and when at last, after the cadenza, the long trillo rang out quite resoundingly through the hall, he suddenly could no longer hold himself, as if seized by glowing arms, and had to cry out loudly in pain and delight: "Olimpia!"	barked
Although the professor had done his utmost to appear splendid, the merry heads knew how to tell of all sorts of unseemly and strange things that had happened, and they were particularly fond of the dead-eyed, mute Olimpia, who, regardless of her beautiful appearance, was accused of total stupor and the reason why Spalanzani had kept her hidden for so long.	Unseemly
Nathanael heard this not without inward wrath, but he kept silent; for, he thought, would it be worth while to prove to these fellows that it was their own dullness that prevented them from recognizing Olimpia's deep and glorious mind?	Dullness
Oh! I know it, that proud, scornful expression that would disfigure even a graceful face!	disfigure
You, Conti, have done all the good that art can do with the Countess's large, excellent, staring, fixed Medusa eyes.	honest
You have transformed pride into dignity, scorn into a smile, and a tendency to gloom into gentle melancholy.	Melancholy
Afterwards I only encountered it again in holy places - where it was less appropriate to gawk.	ziemt
She said the most melancholy things with the funniest manner: and again the most ridiculous antics with the saddest expression.	antics
A girl without fortune and without rank knew how to pull him into her snare - with a little larva, but with a lot of pomp of virtue and feeling and wit - and what do I know?	Splendor
Only that you, Marinelli, who so often assured me of your most intimate friendship - O a prince has no friend! can have no friend! - that you, you, so faithless, so malicious, should be allowed to conceal from me, until this moment, the danger that threatened my love: if I ever forgive you for this - I shall be forgiven for none of my sins!	Moment
It occurs to me - at this hour (looking at the clock), at this very hour, the pious girl used to hear mass every morning with the Dominicans.	Trade fair
A courtesy becomes a sentiment, a flattery becomes an affirmation, an idea becomes a wish, a wish becomes a resolution.	Intention
But pregnant with so much bliss for me - may it be this bliss itself that makes me so serious, that makes me, as you call it, my lady, so solemn.	solemn
That means practicing his craft very cruelly - and messing it up.	botch
Rather relax and rest in a room where there is more comfort.	step
And could I but declare this coincidence, which once more, before all my hope vanishes for ever, gives me once more the happiness of seeing and speaking to you; could I but declare this coincidence to be the hint of favorable fortune - the most wonderful postponement of my final condemnation, so that I may once more implore your mercy: I will yet - do not tremble, my lady - depend solely on your gaze.	Postponement
Is it heedful to base the accusation of a righteous man on a sound heard in a moment of terror?	found
Not brave enough to murder with one's own hand, but unworthy enough to murder for the satisfaction of another's titillation!	Tickles
Do you think it's proper to have a miserable snack with you here in the antechamber while the prince is waiting for me in the chamber?	Made
For learn, gossiping courtier, learn from a woman that indifference is an empty word, a mere sound that corresponds to nothing, nothing at all.	Sound
As gracious as he is towards your wife and daughter - they are ladies - will your unexpected sight therefore also suit him?	located
Or it is not true - it is not true that you are of that good species of madwomen so worthy of our pity and esteem - you are a common fool.	Törin
If he is soon driven from lust to lust by satiety and disgust, the memory of not having paid for this one pleasure will forgive him the pleasure of all of them!	Indulgence
Here, the strictness of the law can easily be combined with respect for blameless virtue.	unite
There was once a father who, to save his daughter from disgrace, sank the first, the best steel into her heart - and gave her life for the second time.	lowered
Perhaps you expect me to turn the steel against myself to conclude my deed like a stale tragedy?	shell
Only the rigorous deployment of provincial and municipal administrations, shortages in food supplies and the introduction of curfews aroused unease among the Belgian population against the occupation regime.	Discomfort
The relocation of a commando or staff usually took place at night via remote country lanes.	remote
Saboteurs were often women, young people and older men who achieved their goals less through muscle power and more through cunning: Instructors like Nancy Wake, who were trained by the British Special Operations Executive, taught them how to plant incendiary bombs, fix explosive charges to railroad tracks, render goods confiscated by the occupying forces unusable, silently strangle a person, disassemble, clean and handle weapons.	handles
Although she had not acted as part of the political-military Resistance, she was subsequently accorded great symbolic significance because she had given the Resistance a voice.	measured
He came from a distinguished family: his maternal grandfather was the Democratic politician John F. Fitzgerald, who served as a congressman and mayor of Boston and became considerably wealthy as a newspaper publisher, while his paternal grandfather Patrick Joseph Kennedy was elected to the Massachusetts Senate and House of Representatives and was active as a liquor dealer and small banker.	Prosperity
Kennedy was critical of the legacy of Roosevelt, who had died in April, consisting mainly of the New Deal and increasing liberalization; his family's ties to the Democratic Party stemmed from the Republicans' hostility towards the political influence of Irish-Americans.	stirred
In view of her death and the rumors about her liaison with his brother Robert, the rumored connection with Monroe led to a great deal of speculation about the involvement of the American secret service.	Speculation
When Kennedy asserted in November 1957 that he had no ambitions for the White House, this was greeted with a grin in the capital.	Smile
Her fashionable style and fluency in French, Italian and Spanish made her so popular not only in America but above all in Europe that Kennedy recognized her as an important political asset.	Trump
At the climax of his triumphant parade through the city, accompanied by more than a million Berliners[146] - and impressed by his detours to the Berlin Wall at Potsdamer Platz and Checkpoint Charlie - Kennedy gave a pointedly anti-communist speech at the Schöneberg town hall on what was then Rudolph-Wilde-Platz.	pointed
The historian Jürgen Heideking (1995) concludes that the fascination with Kennedy had deeper reasons than his tragic end.	tragic
Even assassination attempts against Castro were attempted and the faking of acts of terrorism and military incidents (Operation Northwoods) as a pretext for an invasion of Cuba was considered.	Invasion
Encouraged by these words, with a burning desire in his heart, Nathaniel decided to go and see Olimpia the very next day, so that she would say in no uncertain terms what her lovely eyes had long since told him, that she wanted to be his forever.	everlasting
In the meantime, good fortune had returned to the house, for an old, meagre uncle, of whom no one had hoped for anything, had died and had left his mother a small estate in a pleasant area not far from the town, together with a not inconsiderable fortune.	remote
There his two mothers, the queens of France and Hungary, wiped their eyes with emotion; when you see one of them still raising her hand with the cloth, it is as if she were weeping over herself.	up
Those who love justice should take up their clubs to destroy this monster of the night.	redeem
That is the advantage of us disreputable, haggard people, that what others, scarce and sorrowful, must share daily with wife and children, we enjoy to the full with a friend, at the appointed hour.	Full on
I recognize his neck in iron, and because he has behaved improperly against his judge, I throw him into the barred prison.	Throw
He is suspended from his office, and I appoint you, until further notice, to administer it here in the town; but the funds are right, as I hope, I will not force him to desert.	Disposition
His grief consumes the next happiness from his lips, his thoughts always swarm downwards to his father's halls, where the sun first opened the sky before him, where his fellow-born ones playfully tied themselves tightly and firmly together with gentle bonds.	Halls
Do not leave him to himself, O leave him to himself, lest resentment ripen in his bosom and bring you horror, lest you remember my faithful counsel with remorse too late.	Remorse
As long as revenge possessed my spirit, I did not feel the desolation of my home; but now that I return satisfied, your kingdom destroyed, my son smelled, nothing remains for me at home to regale me.	ergoetze
These are the ancestors of your priestess; And much unhappy skill of men, Many deeds of the twisted mind The night covers with heavy wings And lets us see only in dreadful twilight.	Sense
