ruler	5	sovereign	4.5	monarch	4	leader	3.5	supreme ruler	3	regent	2.5	crowned head	2	royal leader	1.5				
ruler	5	sovereign	4.5	king/queen	4	leader	3.5	supreme ruler	3	monarchial figure	2.5	crowned head	2	royal leader	1.5	imperial ruler	1		
designation	5	label	4.5	position	4	rank	3.5	status	3	role	2.5	honorific	2	appellation	1.5	distinction	1	labeling	0.5
repeatedly	5	continuously	4.5	iterated	4	redone	3.5	duplicated	3	recycled	2.5	reiterated	2	replicated	1.5	reoccurred	1	cycled	0.5
cylinder	5	roller	4.5	cylindrical surface	4	rotating surface	3.5	spinning drum	3	revolving cylinder	2.5	imaging drum	2	photoreceptor drum	1.5	printing drum	1	toner roller	0.5
ink	5	pigment	4.5	powder	4	colorant	3.5	dye	3	hue	2.5	shade	2	chroma	1.5	tint	1	coloring material	0.5
thread	5	yarn	4.5	fabric	4	textile	3.5	material	3	strand	2.5	filament	2	string	1.5	wool	1	cotton	0.5
negative	5	acidic	4.5	non-metallic	4	electronegative	3.5	dissociated	3	ionized	2.5	negatively charged	2	acid-forming	1.5	non-basic	1	unstable	0.5
positive	5	charged	4.5	basic	4	alkaline	3.5	protonated	3	electrostatically attracted	2.5	plus-charged	2	oppositely charged	1.5	cation-attracting	1	basicity-dependent	0.5
reproduction	5	breeding	4.5	copulation	4	procreation	3.5	intercourse	3	conception	2.5	fertilization	2	coitus	1.5	progeny production	1	sexual union	0.5
torn	5	pulled	4.5	separated	4	detached	3.5	dislodged	3	snapped	2.5	yanked	2	removed	1.5	extracted	1	stripped	0.5
spine	5	thorn	4.5	prick	4	spike	3.5	needle	3	barb	2.5	point	2	puncture	1.5	javelin	1	dart	0.5
inflected	5	modified	4.5	altered	4	adapted	3.5	changed	3	varied	2.5	adjusted	2	transformed	1.5	mutated	1	shifted	0.5
action words	5	doing words	4.5	word actions	4	word actions	3.5	action language	3	action phrases	2.5	verbal expressions	2						
word bank	5	lexicon	4.5	terminology	4	glossary	3.5	dictionary	3	jargon	2.5	language skills	2	terminology list	1.5	word list	1	vocabulary words	0.5
extensive	5	significant	4.5	substantial	4	considerable	3.5	profuse	3	abundant	2.5	copious	2	prolific	1.5	intense	1	weighty	0.5
explain	5	depict	4.5	illustrate	4	portray	3.5	outline	3	characterize	2.5	represent	2	detail	1.5	depict	1	define	0.5
forecast	5	anticipate	4.5	estimate	4	project	3.5	foresee	3	prognosticate	2.5	prophecy	2	presage	1.5	envision	1	foretell	0.5
acquired	5	gained	4.5	obtained	4	annexed	3.5	captured	3	seized	2.5	occupied	2	claimed	1.5	conquered	1	procured	0.5
settlers	5	pioneers	4.5	inhabitants	4	residents	3.5	emigrants	3	migrants	2.5	frontiersmen/women	2	newcomers	1.5	transplants	1		
settle	5	inhabit	4.5	colonize	4	establish	3.5	fill	3	occupy	2.5	reside	2	dwell	1.5				
freedom	5	release	4.5	enlightenment	4	salvation	3.5	emancipation	3	deliverance	2.5	nirvana	2	moksha	1.5				
focus	5	priority	4.5	stress	4	importance	3.5	highlight	3	accentuation	2.5	weight	2	significance	1.5				
gathering	5	amassing	4.5	collection	4	stockpiling	3.5	hoarding	3	acquiring	2.5	building up	2	piling up	1.5	stocking up	1	storing	0.5
sticky	5	glue-backed	4.5	gummed	4	pasted	3.5	tacky	3	adhered	2.5	affixed	2	attached	1.5	bonded	1	clingy	0.5
stamped	5	postmarked	4.5	marked	4	imprinted	3.5	printed	3	indicated	2.5	labeled	2	affixed	1.5	sealed	1	canceled	0.5
machine	5	device	4.5	counter	4	measurer	3.5	gauge	3	calculator	2.5	reader	2	instrument	1.5	appliance	1	tool	0.5
neutralize	5	balance	4.5	compensate	4	offset	3.5	counterbalance	3	rectify	2.5	correct	2	stabilize	1.5	adjust	1	equalize	0.5
electrical	5	electronic	4.5	power-related	4	energy-based	3.5	current-driven	3	circuit-related	2.5	voltage-dependent	2	conductive	1.5	electromagnetic	1	energetic	0.5
electrical storage	5	charge capacity	4.5	capacitive effect	4	electrical capacity	3.5	capacitive strength	3	charge accumulation	2.5								
exploring	5	examining	4.5	delving into	4	investigating	3.5	explaining	3	analyzing	2.5	elaborating on	2	expounding upon	1.5	addressing	1	considering	0.5
acrobatics	5	maneuvers	4.5	contortions	4	exercises	3.5	tactics	3	strategies	2.5	techniques	2	moves	1.5	tricks	1	feats	0.5
thoroughly	5	completely	4.5	entirely	4	exhaustively	3.5	totally	3	wholly	2.5	utterly	2	profoundly	1.5	extensively	1	comprehensively	0.5
overwhelming	5	decisive	4.5	convincing	4	triumphant	3.5	definitive	3	emphatic	2.5	dominant	2	authoritative	1.5	unambiguous	1	unquestionable	0.5
supporters	5	backers	4.5	fans	4	advocates	3.5	followers	3	admirers	2.5	sympathizers	2	allies	1.5	devotees	1	enthusiasts	0.5
backers	5	advocates	4.5	fans	4	allies	3.5	boosters	3	followers	2.5	enthusiasts	2	devotees	1.5	sympathizers	1	patrons	0.5
typeface	5	text style	4.5	lettering	4	writing style	3.5	print style	3	character design	2.5	typography	2	script	1.5	calligraphy	1	handwriting	0.5
get	5	save	4.5	install	4	retrieve	3.5	acquire	3	transfer	2.5	obtain	2	copy	1.5	import	1	fetch	0.5
compressed	5	enclosed	4.5	packed	4	bundled	3.5	archived	3	condensed	2.5	compact	2	shrunk	1.5	collated	1	reduced	0.5
practical	5	observational	4.5	experimental	4	real-world	3.5	hands-on	3	tangible	2.5	concrete	2	experiential	1.5	trial-and-error	1	fact-based	0.5
determined	5	designated	4.5	allocated	4	set	3.5	decided	3	established	2.5	appointed	2	allotted	1.5	prescribed	1	imposed	0.5
simply	5	solely	4.5	merely	4	exclusively	3.5	completely	3	entirely	2.5	totally	2	absolutely	1.5	utterly	1	wholly	0.5
corresponds to	5	amounts to	4.5	matches	4														
voters	5	residents	4.5	citizens	4	population	3.5	electorate	3	inhabitants	2.5	community members	2	registered voters	1.5	people	1	locals	0.5
approximately	5	about	4.5	around	4	nearly	3.5	close to	3	roughly speaking	2.5								
appropriate	5	suitable	4.5	fit	4	ideal	3.5	proper	3	fitting	2.5	apt	2	compatible	1.5	tailored	1	well-matched	0.5
fonts	5	lettering	4.5	typography	4	writing styles	3.5	print styles	3	font styles	2.5	typeface designs	2	script styles	1.5	calligraphy styles	1	font families	0.5
basic	5	plain	4.5	unadorned	4	minimalist	3.5	clean	3	straightforward	2.5	easy-to-read	2	uncomplicated	1.5	functional	1	utilitarian	0.5
unwavering	5	devoted	4.5	steadfast	4	resolute	3.5	committed	3	firm	2.5	dedicated	2	loyal	1.5	dependable	1	trustworthy	0.5
devotion	5	allegiance	4.5	fidelity	4	dedication	3.5	faithfulness	3	commitment	2.5	dependability	2	steadfastness	1.5	trustworthiness	1	reliability	0.5
mediating	5	mitigating	4.5	balancing	4	regulating	3.5	calming	3	soothing	2.5	temperate	2	assuaging	1.5	alleviating	1	controlling	0.5
humor	5	funny shows	4.5	sitcoms	4	laughter-inducing programs	3.5	comical productions	3	amusing content	2.5	lighthearted entertainment	2	hilarious performances	1.5	light-hearted shows	1		
airings	5	shows	4.5	programs	4	presentations	3.5	telecasts	3	transmissions	2.5	performances	2	exhibitions	1.5	disclosures	1	disseminations	0.5
shows	5	programs	4.5	performances	4	productions	3.5	broadcasts	3	spectacles	2.5	amusements	2	diversion	1.5	recreation	1	leisure activities	0.5
remover	5	puller	4.5	extracting tool	4	unsticking device	3.5	dislodger	3	loosener	2.5	detacher	2	release aid	1.5	extraction implement	1	separating instrument	0.5
bore	5	pierce	4.5	perforate	4	enlarge	3.5	ream	3	auger	2.5	tap	2	penetrate	1.5	punch	1	core	0.5
jammed	5	lodged	4.5	trapped	4	wedged	3.5	immobilized	3	hindered	2.5	blocked	2	fixed	1.5	clamped	1	gripped	0.5
proposing	5	presenting	4.5	providing	4	extending	3.5	granting	3	suggesting	2.5	tendering	2	yielding	1.5	offering up	1	putting forth	0.5
join forces	5	team up	4.5	unite	4	ally with	3.5	partner with	3	collaborate with	2.5	combine forces	2	come together	1.5	merge	1		
allies	5	companions	4.5	associates	4	collaborators	3.5	cohorts	3	supporters	2.5	teammates	2	cohesives	1.5	confederates	1	cohabitants	0.5
residences	5	halls	4.5	housing units	4	living quarters	3.5	student accommodations	3	dormitories	2.5	residence halls	2	on-campus housing	1.5	college lodgings	1		
participants	5	members	4.5	attendees	4	enrollees	3.5	subscribers	3	followers	2.5	supporters	2	constituents	1.5	joiners	1	recruits	0.5
number	5	total	4.5	tally	4	quantity	3.5	figure	3	census	2.5	score	2	sum	1.5	amount	1	enrollment	0.5
magnify	5	enlarge	4.5	expand	4	scale	3.5	adjust focus	3	change size	2.5	increase/decrease view	2	alter perspective	1.5	shift scale	1	modify magnification	0.5
automated	5	electrically operated	4.5	mechanized	4	remote-controlled	3.5	digital	3	powered	2.5	robotic	2	programmable	1.5	electronically driven	1	motor-driven	0.5
focus	5	distance	4.5	magnification	4	zoom level	3.5	clarity	3	sharpness	2.5	viewpoint	2	perspective	1.5	range	1	depth	0.5
slopes	5	inclines	4.5	variances	4	differences	3.5	disparities	3	changes	2.5	shifts	2	fluctuations	1.5	variations	1	divergences	0.5
air pocket	5	gas sac	4.5	spherical cavity	4	blister	3.5	pouch	3	bubblelet	2.5	air sphere	2	air ball	1.5	gas bubble	1	air droplet	0.5
squeeze	5	compress	4.5	constrict	4	narrow	3.5	tighten	3	press together	2.5	clamp	2	crush	1.5	contract	1	fold	0.5
chosen	5	picked	4.5	designated	4	appointed	3.5	handpicked	3	nominated	2.5	elected	2	named	1.5	commissioned	1	delegated	0.5
persisted	5	carried on	4.5	maintained	4	kept up	3.5	remained	3	pursued	2.5	persevered	2	endured	1.5	preserved	1	sustained	0.5
discuss	5	bargain	4.5	mediate	4	confer	3.5	hammer out	3	settle	2.5	deliberate	2	compromise	1.5				
reactions	5	conversions	4.5	modifications	4	changes	3.5	alterations	3	metamorphoses	2.5	transmutations	2	metamorphisms	1.5	transfigurations	1	metamorphosises	0.5
conducted	5	executed	4.5	carried out	4	undertaken	3.5	completed	3	accomplished	2.5	implemented	2	executed	1.5	enacted	1	carried through	0.5
ready	5	equip	4.5	train	4	gear up	3.5	prime	3	set up	2.5	arrange	2	organize	1.5	plan	1	get ready	0.5
add	5	enhance	4.5	contribute to	4	aid	3.5	assist	3	help with	2.5	support	2	foster	1.5	promote	1	bolster	0.5
preferably	5	ideally speaking	4.5	ideally suited	4	perfectly	3.5	optimal	3	ideally placed	2.5	most desirably	2	ideally situated	1.5	best-case scenario	1		
recurrence	5	iteration	4.5	redundancy	4	reiteration	3.5	duplication	3	echoing	2.5	reoccurrence	2	repetitiveness	1.5	repeating	1	reiteration	0.5
dried	5	dehydrated	4.5	moisture-free	4	parched	3.5	arid	3	bone-dry	2.5	thirsty	2	sapped	1.5	withered	1	absorbed	0.5
power	5	energy	4.5	electricity	4	strength	3.5	capacity	3	force	2.5	intensity	2	output	1.5	potential	1	amperage	0.5
strong	5	severe	4.5	powerful	4	vigorous	3.5	extreme	3	harsh	2.5	ferocious	2	fierce	1.5	robust	1	strenuous	0.5
accept	5	endure	4.5	bear	4	suffer	3.5	allow	3	permit	2.5	overlook	2						
ethically	5	virtuously	4.5	righteously	4	conscientiously	3.5	justly	3	honorably	2.5	uprightly	2	decently	1.5	principled	1	nobly	0.5
thinks	5	assumes	4.5	perceives	4	understands	3.5	considers	3	presumes	2.5	supposes	2	views	1.5	holds	1	opines	0.5
position	5	standing	4.5	grade	4	status	3.5	level	3	title	2.5	rating	2	class	1.5	degree	1	hierarchy	0.5
unremarkable	5	ordinary	4.5	average	4	mediocre	3.5	commonplace	3	unexceptional	2.5	insignificant	2	run-of-the-mill	1.5	lackluster	1	unimpressive	0.5
honored	5	esteemed	4.5	respected	4	distinguished	3.5	notable	3	illustrious	2.5	renowned	2	celebrated	1.5	prominent	1	reputable	0.5
paid off	5	corrupted	4.5	influenced	4	greased palms	3.5	bought favor	3	gave kickbacks	2.5	offered incentives	2	induced	1.5	coerced	1	enticed	0.5
narcotics	5	illegal substances	4.5	controlled substances	4	illicit drugs	3.5	contraband	3	mind-altering substances	2.5	hallucinogens	2	stimulants	1.5	depressants	1	opioids	0.5
cops	5	authorities	4.5	constables	4	detectives	3.5	patrolmen/women	3	sheriffs	2.5	gendarmes	2	peacekeepers	1.5				
blocked	5	prohibited	4.5	excluded	4	banned	3.5	restricted	3	denied	2.5	disallowed	2	prevented	1.5	forbidden	1	blacklisted	0.5
web crawling	5	site scraping	4.5	data harvesting	4	automated browsing	3.5	site indexing	3	web scraping	2.5	content scraping	2	information gathering	1.5	site mapping	1		
bias	5	discrimination	4.5	partiality	4	unfairness	3.5	favoritism	3	preconception	2.5	bigotry	2	intolerance	1.5	injustice	1	narrow-mindedness	0.5
closing	5	quitting	4.5	exiting out	4	ending	3.5	finishing	3	terminating	2.5	shutting down	2	logging off	1.5	abandoning	1	discontinuing	0.5
preserving	5	storing	4.5	retaining	4	recording	3.5	archiving	3	backing up	2.5	securing	2	holding onto	1.5	keeping	1	safeguarding	0.5
laboriously	5	cumbersomely	4.5	arduously	4	painstakingly	3.5	tediously (repetition)	3	tiresomely	2.5	monotonously	2	repetitively	1.5	wearisomely	1	drearily	0.5
extremely	5	exceedingly	4.5	exceptionally	4	intensely	3.5	remarkably	3	extraordinarily	2.5	incredibly	2	significantly	1.5	intensely	1	greatly	0.5
specifically	5	particularly	4.5	especially	4	notably	3.5	in particular	3	be specific	2.5	more precisely	2	specifically speaking	1.5				
has	5	holds	4.5	owns	4	controls	3.5	wields	3	exerts	2.5	utilizes	2	exercises	1.5	demonstrates	1	exhibits	0.5
regardless of	5	notwithstanding	4.5	even with	4	although	3.5	notwithstanding	3	nevertheless	2.5	nonetheless	2						
effectively	5	efficiently	4.5	competently	4	triumphantly	3.5	proficiently	3	skillfully	2.5	capably	2	excellently	1.5	masterfully	1	expertly	0.5
inevitable	5	unpreventable	4.5	inescapable	4	uncontrollable	3.5	unavoided	3	irresistible	2.5	imminent	2	impending	1.5	certain	1		
continuous	5	ongoing	4.5	enduring	4	prolonged	3.5	unrelenting	3	steady	2.5	relentless	2	constant	1.5	unceasing	1	persevering	0.5
splash erosion	5	soil splashing	4.5	water erosion	4	runoff erosion	3.5	surface erosion	3	sheet erosion	2.5	gully erosion	2	streambank erosion	1.5	channel erosion	1	sediment displacement	0.5
downpours	5	showers	4.5	deluges	4	cloudbursts	3.5	torrents	3	monsoons	2.5	thunderstorms	2	squalls	1.5	tempests	1	cyclones	0.5
small	5	minute	4.5	tiny	4	infinitesimal	3.5	microscopic	3	minuscule	2.5	negligible	2	imperceptible	1.5	insignificant	1	subtle	0.5
consequent	5	outcome	4.5	consequential	4	end result	3.5	final	3	conclusive	2.5	concluding	2	follow-up	1.5	consequence	1	product	0.5
tiny	5	minuscule	4.5	microscopic	4	negligible	3.5	small-scale	3	minute	2.5	imperceptible	2	insignificant	1.5	subtle	1		
story	5	legend	4.5	tale	4	fable	3.5	folklore	3	fiction	2.5	fantasy	2	fabrication	1.5	invention	1	deception	0.5
trickery	5	deception	4.5	ploy	4	ruse	3.5	stratagem	3	maneuver	2.5	scheme	2	subterfuge	1.5	tactic	1	contrivance	0.5
barely	5	scarcely	4.5	merely	4	just	3.5	only	3	simply	2.5	almost	2	rarely	1.5	seldom	1	virtually	0.5
positive	5	beneficial	4.5	productive	4	advantageous	3.5	favorable	3	helpful	2.5	supportive	2	constructing	1.5	building	1	amplifying	0.5
experience	5	go through	4.5	encounter	4	face	3.5	suffer	3	endure	2.5	withstand	2	bear	1.5	sustain	1		
inclinations	5	orientations	4.5	directions	4	slopes	3.5	tilts	3	angulations	2.5	aspects	2	perspectives	1.5	positions	1	orientations	0.5
mainly	5	primarily	4.5	chiefly	4	predominantly	3.5	largely	3	essentially	2.5	fundamentally	2	inherently	1.5	essentially	1		
relies on	5	hinges on	4.5	rests on	4	counts on	3.5	relates to	3	centers around	2.5	revolves around	2						
neural	5	nerve	4.5	brain cell	4	connection	3.5	communication	3	transmission	2.5	signal	2	pathway	1.5	junction	1	link	0.5
accelerates	5	hastens	4.5	quickens	4	expedites	3.5	facilitates	3	promotes	2.5	advances	2	propels	1.5	boosts	1	rushes	0.5
naturally	5	automatically	4.5	inherently	4	unaided	3.5	effortlessly	3	without intervention	2.5	independently	2	instinctively	1.5	innately	1	unprompted	0.5
oxygen peroxide	5	hydrogen dioxide	4.5	dihydrogen dioxide	4	hydrogen oxide	3.5	peroxidic acid	3	hydroperoxide	2.5	oxidizing agent	2	bleaching agent	1.5	disinfectant	1	antiseptic	0.5
dedicated	5	devoted	4.5	committedly	4	pledged	3.5	sworn	3	obligated	2.5	determined	2	resolute	1.5	firmly committed	1	wholehearted	0.5
cooperative	5	team-oriented	4.5	joint	4	interactive	3.5	group effort	3	working together	2.5	collective	2	synergetic	1.5	unified	1	participatory	0.5
website	5	forum	4.5	network	4	community	3.5	portal	3	interface	2.5	channel	2	medium	1.5	space	1	venue	0.5
worries	5	anxieties	4.5	apprehensions	4	fears	3.5	preoccupations	3	dilemmas	2.5	troubles	2	issues	1.5	considerations	1	reservations	0.5
preserve	5	uphold	4.5	safeguard	4	protect	3.5	sustain	3	retain	2.5	ensure	2	keep	1.5	guard	1	defend	0.5
ownership rights	5	authorship control	4.5	legal ownership	4	exclusive rights	3.5	creative control	3	content ownership	2.5	author's rights	2	plagiarism prevention	1.5				
tight	5	stiff	4.5	constricted	4	tense	3.5	strained	3	sore	2.5	knotted	2	restricted	1.5	contracted	1	pinched	0.5
rub	5	knead	4.5	soothe	4	manipulate	3.5	work	3	press	2.5	stroke	2	caress	1.5	ease	1	relax	0.5
rubbing	5	placing	4.5	using	4	administering	3.5	putting on	3	utilizing	2.5	employing	2	treating with	1.5	utilizing	1		
guide	5	coach	4.5	advisor	4	teacher	3.5	counselor	3	instructor	2.5	tutor	2	role model	1.5	supporter	1	expert	0.5
recent	5	fresh	4.5	novel	4	emerging	3.5	unfamiliar	3	unexplored	2.5	untapped	2	budding	1.5	nascent	1	debuting	0.5
ready	5	open	4.5	keen	4	enthusiastic	3.5	amenable	3	inclined	2.5	receptive	2	cooperative	1.5	supportive	1	accommodating	0.5
number experts	5	calculation specialists	4.5	equation solvers	4	math whizzes	3.5	quantitative analysts	3	arithmetic geniuses	2.5	geometry gurus	2	numerical wizards	1.5	problem solvers	1	data crunchers	0.5
compute	5	determine	4.5	solve	4	figure out	3.5	work out	3	find	2.5	estimate	2	measure	1.5	assess	1	quantify	0.5
constantly	5	persistently	4.5	uninterruptedly	4	relentlessly	3.5	nonstop	3	consistently	2.5	endlessly	2	incessantly	1.5	perpetually	1	without pause	0.5
survives	5	endures	4.5	remains	4	persists	3.5	stays	3	continues	2.5	lasts	2	sustains	1.5	maintains	1	survives through	0.5
harsh	5	adverse	4.5	unpleasant	4	difficult	3.5	challenging	3	hostile	2.5	severe	2	unwelcome	1.5	inhospitable	1	grim	0.5
yearly	5	seasonal	4.5	once-a-year	4	annualized	3.5	year-long	3	perennially	2.5	cyclical	2	recurring	1.5	periodic	1	occasional	0.5
northernmost	5	northerly	4.5	northward	4	upper	3.5	nordic	3	boreal	2.5	arctic	2	upland	1.5	highland	1	polar	0.5
matched	5	aligned	4.5	coordinated	4	complemented	3.5	conformed	3	harmonized	2.5	corresponded with	2	consisted with	1.5	agreed with	1	fit with	0.5
inclined	5	leaned	4.5	favored	4	preferred	3.5	inclined towards	3										
adequately	5	ample	4.5	enough	4	satisfactorily	3.5	sufficient	3	abundant	2.5	satisfyingly	2	ample enough	1.5	satisfactory	1	competently	0.5
sound waves	5	tones	4.5	pitch	4	vibrations	3.5	hertz	3	audio signals	2.5	acoustic waves	2	sonic frequencies	1.5	resonance levels	1	sound spectrum	0.5
dominant	5	prevailing	4.5	overpowering	4	prevalent	3.5	primary	3	principal	2.5	main	2	leading	1.5	major	1	paramount	0.5
often	5	commonly	4.5	regularly	4	repeatedly	3.5	consistently	3	habitually	2.5	routinely	2	frequently occurring	1.5	frequently used	1	frequently encountered	0.5
explicitly	5	clearly	4.5	precisely	4	directly	3.5	specifically stated	3	unambiguously	2.5	definitely	2	distinctly	1.5	concretely	1	unmistakably	0.5
scientists	5	researchers	4.5	experts	4	professionals	3.5	practitioners	3	specialists	2.5	scholars	2	academics	1.5	technicians	1	analysts	0.5
descriptive	5	procedural	4.5	prescriptive	4	explicit	3.5	stated	3	defined	2.5	specified	2	formalized	1.5	instructive	1	direct	0.5
coding	5	scripting	4.5	developing	4	writing code	3.5	creating programs	3	building software	2.5	designing algorithms	2	constructing logic	1.5	crafting instructions	1	formulating commands	0.5
asked	5	requested	4.5	sought	4	inquired	3.5	obtained	3	retrieved	2.5	extracted	2	generated	1.5	produced	1	returned	0.5
laundry	5	clothing	4.5	garments	4	hosiery	3.5	footwear	3	stockings	2.5	hose	2	apparel	1.5	sock pairs	1	foot coverings	0.5
inserts	5	places	4.5	adds	4	deposits	3.5	loads	3	stuffs	2.5	tosses	2	puts in	1.5	fills	1	introduces	0.5
no one	5	none	4.5	nobody else	4	no individual	3.5	zero people	3										
reacted	5	combined	4.5	engaged	4	interacted	3.5	collided	3	fused	2.5	merged	2	joined	1.5	bonded with	1	unified	0.5
particle	5	atom	4.5	compound	4	substance	3.5	element	3	unit	2.5	component	2	building block	1.5	entity	1	particle group	0.5
attached	5	connected	4.5	joined	4	linked	3.5	tied	3	bound	2.5	fused	2	combined	1.5	attached	1	affixed	0.5
executor	5	operator	4.5	enactor	4	facilitator	3.5	doer	3	performer	2.5	agent	2	manager	1.5	organizer	1	instigator	0.5
carrying out	5	executing	4.5	enacting	4	accomplishing	3.5	realizing	3	fulfilling	2.5	undertaking	2	carrying through	1.5				
facilitate	5	empower	4.5	foster	4	support	3.5	promote	3	encourage	2.5	propel	2	sustain	1.5	boost	1	catalyze	0.5
biochemicals	5	organic molecules	4.5	metabolites	4	macromolecules	3.5	cellular components	3	essential compounds	2.5	nutrients	2	bioactive substances	1.5	biological compounds	1		
simplest	5	most straightforward	4.5	most uncomplicated	4	least complex	3.5	most effortless	3	most intuitive	2.5	most direct	2	most convenient	1.5	most user-friendly	1	least difficult	0.5
comparison	5	similarity	4.5	parallel	4	correspondence	3.5	likeness	3	resemblance	2.5	similitude	2	correlation	1.5	equivalence	1	paralleling	0.5
shared	5	discussed	4.5	showcased	4	revealed	3.5	displayed	3	introduced	2.5	exhibited	2	demonstrated	1.5	unveiled	1	reported	0.5
heart-related	5	circulatory	4.5	blood vessel	4	vascular	3.5	cardiac	3	arterial	2.5	coronary	2	cardio	1.5	heart health	1		
